ΟΔΟΣ,ΠΕΡΙΟΧΗ,Δ.Ο.Υ.
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΗΛΙΟΥΠΟΛΗΣ,ΗΛΙΟΥΠΟΛΗΣ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΚΑΜΙΝΙΑ,Δ'ΠΕΙΡΑΙΑ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΚΕΝΤΡΟΑΙΓΑΛΕΩ,ΑΙΓΑΛΕΩ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΚΕΡΑΤΣΙΝΙ,Ε'ΠΕΙΡΑΙΑ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΜΕΛΙΣΣΙΩΝ,ΑΜΑΡΟΥΣΙΟΥ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΜΟΣΧΑΤΟ,ΜΟΣΧΑΤΟΥ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΜΠΟΥΡΝΑΖΙ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΝΕΡΥΘΡΑΙΑΣ,ΚΗΦΙΣΙΑΣ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΝΗΡΑΚΛΕΙΟΥ,ΝΕΟΥΗΡΑΚΛΕΙΟΥ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΝΠΕΝΤΕΛΗΣ,ΧΑΛΑΝΔΡΙΟΥ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΝΣΜΥΡΝΗΣ,ΝΕΑΣΣΜΥΡΝΗΣ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΝΙΚΑΙΑΣ-ΝΕΑΠΟΛΗ,ΝΙΚΑΙΑΣ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΠΕΝΤΕΛΗΣ,ΧΑΛΑΝΔΡΙΟΥ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΠΕΡΑΜΑ,Ε'ΠΕΙΡΑΙΑ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΠΕΥΚΗΣ,ΑΜΑΡΟΥΣΙΟΥ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΣΙΔΗΡΟΔΡΟΜΙΚΗΓΡΑΜΜΗ,ΑΧΑΡΝΩΝ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΤΑΥΡΟΥ,ΣΤ'ΑΘΗΝΩΝ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΥΜΗΤΤΟΥ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΦΙΛΟΘΕΗΣ,ΨΥΧΙΚΟΥ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΧΑΪΔΑΡΙΟΥ-ΚΕΝΤΡΟ,ΑΙΓΑΛΕΩ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΧΑΛΑΝΔΡΙΟΥ,ΧΑΛΑΝΔΡΙΟΥ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΧΟΛΑΡΓΟΥ,ΧΟΛΑΡΓΟΥ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΚΑΛΟΓΡΕΖΑΣ,ΝΕΟΥΗΡΑΚΛΕΙΟΥ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,ΠΕΤΡΟΥΠΟΛΗΣ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ(ΑΠΟΣΙΔΕΡΑΤΡΕΝΟΥ),ΑΓΑΝΑΡΓΥΡΩΝ-ΚΟΚΚΙΝΟΠ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ(ΠΛΑΤΕΙΑ),ΝΦΙΛ/ΦΕΙΑΣ,ΝΕΑΣΙΩΝΙΑΣ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ(ΠΛΑΤΕΙΑ),ΝΧΑΛΚΗΔΟΝΑΣ,ΝΕΑΣΙΩΝΙΑΣ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ1-149ΚΑΙ2-118,ΑΘΗΝΩΝ,ΣΤ'ΑΘΗΝΩΝ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ151-175ΚΑΙ226-228,ΑΘΗΝΩΝ,Α'ΑΘΗΝΩΝ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ177-ΤΕΛΟΣΚΑΙ120-224,ΑΘΗΝΩΝ-ΣΕΠΟΛΙΑ,Α'ΑΘΗΝΩΝ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ2-116,ΑΝΘΟΥΠΟΛΗΣ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ230-ΤΕΛΟΣ,ΑΘΗΝΩΝ,ΙΓ'ΑΘΗΝΩΝ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣΑΝΕΥΑΡΙΘ(ΤΕΡΤΙΠΗ-ΤΡΕΙΣΓΕΦΥΡΕΣ),ΚΠΑΤΗΣΙΩΝ,ΓΑΛΑΤΣΙΟΥ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣΛΕΩΦ,ΡΕΝΤΗ,ΜΟΣΧΑΤΟΥ
ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΗΣ,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΚΩΝΣΤΑΝΤΙΟΥ,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,ΣΑΦΡΑΜΠΟΛΗΣ,ΝΕΑΣΙΩΝΙΑΣ
ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥΗΡΩΣ,ΑΓΔΗΜΗΤΡ-ΣΥΝΑΝΘΕΩΝ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥΗΡΩΣ,ΑΓΦΑΝΟΥΡΙΟΥ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥΗΡΩΣ,ΗΛΙΟΥΠΟΛΗΣ,ΗΛΙΟΥΠΟΛΗΣ
ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥΗΡΩΣ,ΚΟΡΥΔΑΛΛΟΥ,ΝΙΚΑΙΑΣ
ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥΗΡΩΣ,ΝΕΡΥΘΡΑΙΑΣ,ΚΗΦΙΣΙΑΣ
ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥΗΡΩΣ,ΝΗΡΑΚΛΕΙΟΥ,ΝΕΟΥΗΡΑΚΛΕΙΟΥ
ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥΗΡΩΣ,ΠΡΟΦΗΤΗΣΗΛΙΑΣ,ΑΧΑΡΝΩΝ
ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥΗΡΩΣ1-43ΚΑΙ2-62,ΚΑΙΣΑΡΙΑΝΗΣ,ΒΥΡΩΝΑ
ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥΗΡΩΣ45-ΤΕΛΟΣΚΑΙ64-ΤΕΛΟΣ,ΒΥΡΩΝΑ,ΒΥΡΩΝΑ
ΚΩΠΑΪΔΟΣ,ΠΚΟΚΚΙΝΙΑ,Δ'ΠΕΙΡΑΙΑ
ΚΩΠΑΪΔΟΣ,ΠΡΟΟΔΟΣ,ΑΧΑΡΝΩΝ
ΚΩΣΤΑΚ,ΑΘΗΝΩΝ-ΕΛΛΗΝΟΡΩΣΩΝ,ΨΥΧΙΚΟΥ
ΚΩΣΤΑΡΑ,ΑΜΑΡΟΥΣΙΟΥ,ΑΜΑΡΟΥΣΙΟΥ
ΚΩΣΤΗ,ΑΘΗΝΩΝΚΟΛΩΝΟΣ,Α'ΑΘΗΝΩΝ
ΚΩΤΣΑΚΗΧΡΗΣΤΟΥ,ΑΓΔΗΜΗΤΡΙΟΥ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΚΩΦΙΔΟΥΜ,ΝΕΑΣΙΩΝΙΑΣ,ΝΕΑΣΙΩΝΙΑΣ
ΛΑΒΑΝΙΑΣ,ΒΑΡΥΜΠΟΜΠΗ,ΑΧΑΡΝΩΝ
ΛΑΒΑΡΟΥ1821,ΑΓ.ΠΕΤΡΟΣ,ΑΧΑΡΝΩΝ
ΛΑΒΑΡΩΝ,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΛΑΒΔΑΚΟΥ,ΚΗΦΙΣΙΑΣ,ΚΗΦΙΣΙΑΣ
ΛΑΒΙΔΑ1-ΤΕΛΟΣ,ΑΛΙΜΟΥ,ΠΑΛΑΙΟΥΦΑΛΗΡΟΥ
ΛΑΒΙΔΑ2-ΤΕΛΟΣ,ΑΓΔΗΜΗΤΡΙΟΥ-ΕΘΑΝΤΙΣ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΛΑΒΥΡΙΝΘΟΥΚΡΗΤΗΣ,ΠΑΛΑΙΟΜΕΝΙΔΙ,ΑΧΑΡΝΩΝ
ΛΑΒΥΡΙΝΘΟΥΚΡΗΤΗΣ,ΑΓΔΗΜΗΤΡΙΟΥ-ΑΝΟΙΞΗ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΛΑΓΙΟΥ,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΛΑΓΚΑΔΑ,ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΧΟΛΑΡΓΟΥ
ΛΑΓΚΑΔΑ,ΑΘΗΝΩΝ,ΣΤ'ΑΘΗΝΩΝ
ΛΑΓΚΑΔΑ,ΑΙΓΑΛΕΩ-ΛΙΟΥΜΗ,ΑΙΓΑΛΕΩ
ΛΑΓΚΑΔΑ,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΛΑΓΚΑΔΑ,ΚΑΛΟΓΡΕΖΑΣ,ΝΕΟΥΗΡΑΚΛΕΙΟΥ
ΛΑΓΚΑΔΑ,ΚΟΛΟΚΥΝΘΟΥΣ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΛΑΓΚΑΔΑ,ΜΕΓΑΛΑΣΧΙΝΑ,ΑΧΑΡΝΩΝ
ΛΑΓΚΑΔΑ,ΜΕΛΙΣΣΙΩΝ,ΑΜΑΡΟΥΣΙΟΥ
ΛΑΓΚΑΔΑ,ΡΑΔΙΟΦΩΝΙΑ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΛΑΓΚΑΔΑΉΛΑΓΚΑ,ΠΕΤΡΟΥΠΟΛΗΣ-ΠΑΝΟΡΑΜΑ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΛΑΓΚΑΔΙΩΝ,ΑΓΔΗΜΗΤΡ-ΣΥΝΑΝΘΕΩΝ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΛΑΓΚΑΔΙΩΝ,ΑΓΦΑΝΟΥΡΙΟΥ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΛΑΓΚΑΔΙΩΝ,ΑΛΙΜΟΥ,ΠΑΛΑΙΟΥΦΑΛΗΡΟΥ
ΛΑΓΚΑΔΙΩΝ,ΑΜΑΡΟΥΣΙΟΥ,ΑΜΑΡΟΥΣΙΟΥ
ΛΑΓΚΑΔΙΩΝ,ΓΛΥΦΑΔΑΣ,ΓΛΥΦΑΔΑΣ
ΛΑΓΚΑΔΙΩΝ,ΗΛΙΟΥΠΟΛΗΣ,ΗΛΙΟΥΠΟΛΗΣ
ΛΑΓΚΑΔΙΩΝ,ΜΟΣΧΑΤΟ,ΜΟΣΧΑΤΟΥ
ΛΑΓΚΑΔΙΩΝ,ΠΕΡΙΣΤΕΡΙ,Α'ΠΕΡΙΣΤΕΡΙΟΥ
ΛΑΓΚΑΔΙΩΝ,ΧΑΛΑΝΔΡΙΟΥ,ΧΑΛΑΝΔΡΙΟΥ
ΛΑΓΚΑΔΙΩΝ(ΠΑΡΟΔΟΣ),ΜΟΣΧΑΤΟ,ΜΟΣΧΑΤΟΥ
ΛΑΓΟΡΑ,ΚΟΛΟΚΥΝΘΟΥΣ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΛΑΓΟΥΜΙΤΖΗΚ.,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΛΑΔΑΝΙΚΟΛΑΟΥ,ΑΓ.ΔΗΜΗΤΡΙΟΣ-ΠΥΡΓΟΥΘΙ,ΑΧΑΡΝΩΝ
ΛΑΔΑΧΡΗΣΤΟΥ,ΑΓΑΝΑΡΓΥΡΩΝ-ΚΟΚΚΙΝΟΠ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΛΑΔΑΧΡΗΣΤΟΥ,ΑΘΗΝΩΝ,Δ'ΑΘΗΝΩΝ
ΛΑΔΑΧΡΗΣΤΟΥ,ΑΙΓΑΛΕΩ-ΛΙΟΥΜΗ,ΑΙΓΑΛΕΩ
ΛΑΔΑΧΡΗΣΤΟΥ,ΓΑΛΑΤΣΙΟΥ-ΑΚΤΗΜΟΝΩΝ,ΓΑΛΑΤΣΙΟΥ
ΛΑΔΑΧΡΗΣΤΟΥ,ΚΗΦΙΣΙΑΣ,ΚΗΦΙΣΙΑΣ
ΛΑΔΑΧΡΗΣΤΟΥ,ΚΟΛΟΚΥΝΘΟΥΣ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΛΑΔΑΧΡΗΣΤΟΥ,ΧΑΛΑΝΔΡΙΟΥ,ΧΑΛΑΝΔΡΙΟΥ
ΛΑΔΑΧΡΗΣΤΟΥ(ΠΛΑΤΕΙΑ),ΒΥΡΩΝΑ,ΒΥΡΩΝΑ
ΛΑΔΑΝΙΑΣ,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΛΑΔΙΚΗ,ΚΟΛΟΚΥΝΘΟΥΣ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΛΑΔΩΝΟΣ,ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΧΟΛΑΡΓΟΥ
ΛΑΔΩΝΟΣ,ΚΑΜΑΤΕΡΟΥ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΛΑΔΩΝΟΣ,ΚΟΛΟΚΥΝΘΟΥΣ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΛΑΕΡΤΟΥ,ΑΓΑΝΑΡΓΥΡΩΝ-ΑΝΑΚΑΣΣΑ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΛΑΕΡΤΟΥ,ΚΟΛΟΚΥΝΘΟΥΣ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΛΑΕΡΤΟΥ,ΜΕΓΑΛΑΣΧΙΝΑ,ΑΧΑΡΝΩΝ
ΛΑΕΡΤΟΥ,ΠΑΛΑΤΙΑΝΗΣ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΛΑΕΡΤΟΥ,ΠΕΙΡΑΙΑΑΓΒΑΣΙΛΕΙΟΣ,Γ'ΠΕΙΡΑΙΑ
ΛΑΕΡΤΟΥ1-37ΚΑΙ2-46,ΠΑΓΚΡΑΤΙΟΥ,ΙΖ'ΑΘΗΝΩΝ
ΛΑΕΡΤΟΥ39-ΤΕΛΟΣΚΑΙ48-ΤΕΛΟΣ,ΚΑΙΣΑΡΙΑΝΗΣ,ΒΥΡΩΝΑ
ΛΑΖΑΙΩΝ,ΚΟΥΚΑΚΙΟΥ,ΣΤ'ΑΘΗΝΩΝ
ΛΑΖΑΡΑΔΩΝ,ΚΥΨΕΛΗΣ,ΙΓ'ΑΘΗΝΩΝ
ΛΑΖΑΡΑΚΗΑ,ΓΛΥΦΑΔΑΣ,ΓΛΥΦΑΔΑΣ
ΛΑΖΑΡΗΝΙΚΟΛΑΟΥ,ΑΓ.ΜΑΥΡΑ,ΑΧΑΡΝΩΝ
ΛΑΖΑΡΙΔΗΓ.(ΠΡΩΗΝΔΙΑΚΟΥΑΘΑΝΑΣΙΟΥ),ΓΛΥΦΑΔΑΣ,ΓΛΥΦΑΔΑΣ
ΛΑΖΑΡΙΜΟΥ,ΛΕΥΚΑ-ΠΕΙΡΑΙΑ,Δ'ΠΕΙΡΑΙΑ
ΛΑΖΑΡΙΜΟΥΙΩΑΝΝΟΥ,ΑΜΠΕΛΟΚΗΠΩΝ,ΨΥΧΙΚΟΥ
ΛΑΖΑΡΟΥ,ΠΛΑΤΩΝΑΣ,ΑΧΑΡΝΩΝ
ΛΑΖΑΡΟΥΙΩΑΝΝΗ,ΑΓ.ΠΑΡΑΣΚΕΥΗ,ΑΧΑΡΝΩΝ
ΛΑΖΑΡΟΥΣΠΥΡΟΥ,ΜΕΓΑΛΑΣΧΙΝΑ,ΑΧΑΡΝΩΝ
ΛΑΘΕΑΣ,ΛΑΘΕΑ,ΑΧΑΡΝΩΝ
ΛΑΪΚΩΝΑΓΩΝΩΝ,ΕΦΕΔΡΩΝΟΠΛΙΤΩΝ,ΑΧΑΡΝΩΝ
ΛΑΙΜΕΡ,ΑΜΑΡΟΥΣΙΟΥ,ΑΜΑΡΟΥΣΙΟΥ
ΛΑΪΟΥ,ΑΜΠΕΛΟΚΗΠΩΝ,ΨΥΧΙΚΟΥ
ΛΑΪΟΥ,ΚΗΦΙΣΙΑΣ,ΚΗΦΙΣΙΑΣ
ΛΑΪΟΥ,ΚΟΛΟΚΥΝΘΟΥΣ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΛΑΪΟΥ,ΝΕΑΠΟΛΗ,ΑΧΑΡΝΩΝ
ΛΑΪΟΥΝ.,ΑΜΑΡΟΥΣΙΟΥ,ΑΜΑΡΟΥΣΙΟΥ
ΛΑΚΕΔΑΙΜΟΝΟΣ,ΔΑΦΝΗΣ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΛΑΚΕΔΑΙΜΟΝΟΣ,ΘΩΝ,ΨΥΧΙΚΟΥ
ΛΑΚΕΔΑΙΜΟΝΟΣ1-49ΚΑΙ2-44,ΑΣΠΡΑΧΩΜΑΤΑ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΛΑΚΕΔΑΙΜΟΝΟΣ51-ΤΕΛΟΣΚΑΙ46-ΤΕΛΟΣ,ΑΣΠΡΑΧΩΜΑΤΑ,Α'ΠΕΡΙΣΤΕΡΙΟΥ
ΛΑΚΕΙΟΥ,ΑΠΕΤΡΑΛΩΝΩΝ,ΣΤ'ΑΘΗΝΩΝ
ΛΑΚΡΑΤΟΥΣ,ΘΩΝ,ΨΥΧΙΚΟΥ
ΛΑΚΩΝΙΑΣ,ΑΓΒΑΡΒΑΡΑΣ,ΝΙΚΑΙΑΣ
ΛΑΚΩΝΙΑΣ,ΑΓΔΗΜΗΤΡΙΟΥ-ΣΟΥΛΙ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΛΑΚΩΝΙΑΣ,ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΧΟΛΑΡΓΟΥ
ΛΑΚΩΝΙΑΣ,ΑΙΓΑΛΕΩΝΤΑΜΑΡΑΚΙΑ,ΑΙΓΑΛΕΩ
ΛΑΚΩΝΙΑΣ,ΑΛΙΜΟΥ,ΠΑΛΑΙΟΥΦΑΛΗΡΟΥ
ΛΑΚΩΝΙΑΣ,ΑΛΣΟΥΠΟΛΗΣ,ΝΕΟΥΗΡΑΚΛΕΙΟΥ
ΛΑΚΩΝΙΑΣ,ΑΜΑΡΟΥΣΙΟΥ,ΑΜΑΡΟΥΣΙΟΥ
ΛΑΚΩΝΙΑΣ,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΛΑΚΩΝΙΑΣ,ΒΟΥΛΑΣ,ΓΛΥΦΑΔΑΣ
ΛΑΚΩΝΙΑΣ,ΔΑΦΝΗΣ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΛΑΚΩΝΙΑΣ,ΖΕΦΥΡΙΟΥ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΛΑΚΩΝΙΑΣ,ΘΩΝ,ΨΥΧΙΚΟΥ
ΛΑΚΩΝΙΑΣ,ΚΗΦΙΣΙΑΣ,ΚΗΦΙΣΙΑΣ
ΛΑΚΩΝΙΑΣ,ΜΕΤΑΜ/ΣΗΣ(ΜΠΟΦΙΛΙΑ),ΝΕΑΣΙΩΝΙΑΣ
ΛΑΚΩΝΙΑΣ,ΜΟΣΧΑΤΟ,ΜΟΣΧΑΤΟΥ
ΛΑΚΩΝΙΑΣ,ΜΠΟΣΚΙΖΑ,ΑΧΑΡΝΩΝ
ΛΑΚΩΝΙΑΣ,ΠΦΑΛΗΡΟΥ,ΠΑΛΑΙΟΥΦΑΛΗΡΟΥ
ΛΑΚΩΝΙΑΣ,ΠΑΛΑΤΙΑΝΗΣ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΛΑΚΩΝΙΑΣ,ΠΕΡΑΜΑ,Ε'ΠΕΙΡΑΙΑ
ΛΑΚΩΝΙΑΣ,ΠΕΡΙΣΤΕΡΙ,Α'ΠΕΡΙΣΤΕΡΙΟΥ
ΛΑΚΩΝΙΑΣ,ΧΑΪΔΑΡΙΟΥ-ΑΣΤΥΘΕΑ,ΑΙΓΑΛΕΩ
ΛΑΚΩΝΙΑΣ,ΧΑΛΑΝΔΡΙΟΥ,ΧΑΛΑΝΔΡΙΟΥ
ΛΑΚΩΝΙΑΣ1-125ΚΑΙ2-124,ΜΑΝΙΑΤΙΚΑ-ΠΕΙΡΑΙΑ,Δ'ΠΕΙΡΑΙΑ
ΛΑΚΩΝΙΑΣ127-ΤΕΛΟΣΚΑΙ126-ΤΕΛΟΣ,ΝΙΚΑΙΑ-ΚΙΛΙΚΙΑΝΑ,ΝΙΚΑΙΑΣ
ΛΑΚΩΝΟΣΒ,ΘΩΝ,ΨΥΧΙΚΟΥ
ΛΑΛΕΧΟΥ,ΝΨΥΧΙΚΟΥ,ΨΥΧΙΚΟΥ
ΛΑΜΑΧΟΥ,ΑΓΔΗΜΗΤΡΙΟΥ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΛΑΜΑΧΟΥ,ΑΘΗΝΩΝΣΥΝΤΑΓΜΑ,Δ'ΑΘΗΝΩΝ
ΛΑΜΙΑΣ,ΑΓΑΝΑΡΓΥΡΩΝ-ΑΝΑΚΑΣΣΑ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΛΑΜΙΑΣ,ΑΓΦΑΝΟΥΡΙΟΥ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΛΑΜΙΑΣ,ΑΓ.ΑΝΝΑ,ΑΧΑΡΝΩΝ
ΛΑΜΙΑΣ,ΑΛΙΜΟΥ,ΠΑΛΑΙΟΥΦΑΛΗΡΟΥ
ΛΑΜΙΑΣ,ΑΡΓΥΡΟΥΠΟΛΗΣ,ΗΛΙΟΥΠΟΛΗΣ
ΛΑΜΙΑΣ,ΒΟΥΛΑΣ,ΓΛΥΦΑΔΑΣ
ΛΑΜΙΑΣ,ΓΛΥΦΑΔΑΣ,ΓΛΥΦΑΔΑΣ
ΛΑΜΙΑΣ,ΘΩΝ,ΨΥΧΙΚΟΥ
ΛΑΜΙΑΣ,ΚΑΜΑΤΕΡΟΥ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΛΑΜΙΑΣ,ΚΕΡΑΤΣΙΝΙ,Ε'ΠΕΙΡΑΙΑ
ΛΑΜΙΑΣ,ΚΟΛΟΚΥΝΘΟΥΣ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΛΑΜΙΑΣ,ΚΟΡΥΔΑΛΛΟΥ,ΝΙΚΑΙΑΣ
ΛΑΜΙΑΣ,ΜΕΛΙΣΣΙΩΝ,ΑΜΑΡΟΥΣΙΟΥ
ΛΑΜΙΑΣ,ΠΚΟΚΚΙΝΙΑ,Δ'ΠΕΙΡΑΙΑ
ΛΑΜΙΑΣ,ΤΑΥΡΟΥ,ΣΤ'ΑΘΗΝΩΝ
ΛΑΜΙΑΣ,ΧΑΪΔΑΡΙΟΥ-ΑΣΤΥΘΕΑ,ΑΙΓΑΛΕΩ
ΛΑΜΙΑΣ,ΧΑΛΑΝΔΡΙΟΥ,ΧΑΛΑΝΔΡΙΟΥ
ΛΑΜΙΑΣ1-ΤΕΛΟΣ,ΑΜΑΡΟΥΣΙΟΥ,ΑΜΑΡΟΥΣΙΟΥ
ΛΑΜΙΑΣ2-ΤΕΛΟΣ,ΝΗΡΑΚΛΕΙΟΥ,ΝΕΟΥΗΡΑΚΛΕΙΟΥ
ΛΑΜΠΑΔΙΤΗΑΝΑΣΤ(13ΗΟΔΟΣ),ΝΙΚΑΙΑΣ-ΝΕΑΠΟΛΗ,ΝΙΚΑΙΑΣ
ΛΑΜΠΑΙΝΗΣ,ΑΓΙΕΡΟΘΕΟΥ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΛΑΜΠΑΚΗ1-45ΚΑΙ2-44,ΚΠΑΤΗΣΙΩΝ,ΓΑΛΑΤΣΙΟΥ
ΛΑΜΠΑΚΗ47-ΤΕΛΟΣΚΑΙ46-ΤΕΛΟΣ,ΑΓΕΛΕΥΘΕΡΙΟΥ,ΙΔ'ΑΘΗΝΩΝ
ΛΑΜΠΑΡΔΗ,ΑΘΗΝΩΝ,Δ'ΑΘΗΝΩΝ
ΛΑΜΠΑΡΔΟΥ,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΛΑΜΠΕΙΑΣ,ΚΑΤΩΑΙΓΑΛΕΩ,ΑΙΓΑΛΕΩ
ΛΑΜΠΕΛΕΤ,ΚΑΜΙΝΙΑ,Δ'ΠΕΙΡΑΙΑ
ΛΑΜΠΕΛΕΤΝ,ΑΘΗΝΩΝΚΟΛΩΝΟΣ,Α'ΑΘΗΝΩΝ
ΛΑΜΠΕΤΗ,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΛΑΜΠΕΤΗ,ΘΩΝ,ΨΥΧΙΚΟΥ
ΛΑΜΠΕΤΗ,ΠΕΡΙΣΤΕΡΙ,Α'ΠΕΡΙΣΤΕΡΙΟΥ
